order_id,product_category,sub_category,brand,product_price,discount_percent,product_rating,review_count,fragile_item,warranty_available,product_return_rate,category_return_rate,brand_return_rate,defect_rate,seller_rating,seller_return_rate,fulfillment_type,payment_method,quantity,shipping_distance_km,delayed_delivery,wishlist_before_purchase,product_page_views,customer_support_calls,chat_interactions,returned
ORD100137,Sports,Team Sports,Brand_24,344.69,25.8,4.2,95.0,0,1,0.083,0.244,0.103,0.066,4.8,0.123,Marketplace Fulfilled,UPI,1,781.1,0,1,20,0,0,0
ORD100138,Electronics,Laptops,Brand_3,441.94,17.6,4.0,77.0,1,0,0.2,0.142,0.195,0.082,3.6,0.121,Marketplace Fulfilled,COD,5,1063.2,0,0,10,0,1,1
ORD100139,Toys,Action Figures,Brand_13,749.69,25.6,3.2,50.0,0,1,0.082,0.069,0.096,0.057,4.1,0.116,Marketplace Fulfilled,Credit Card,1,809.1,0,0,17,1,1,0
ORD100140,Electronics,Audio,Brand_2,626.55,39.2,3.6,58.0,0,1,0.001,0.145,0.01,0.034,3.9,0.216,Seller Fulfilled,Credit Card,2,934.9,0,0,19,0,0,0
ORD100141,Home,Furniture,Brand_12,246.4,31.8,4.1,52.0,1,1,0.173,0.126,0.15,0.051,,0.115,Seller Fulfilled,Credit Card,1,225.7,0,1,6,0,1,0
ORD100142,Fashion,Accessories,Brand_28,614.05,3.4,4.5,68.0,0,0,0.167,0.105,0.151,0.014,5.0,0.069,Seller Fulfilled,Credit Card,1,1341.0,0,0,19,0,0,0
ORD100143,Books,Non-Fiction,Brand_20,464.7,23.9,4.9,65.0,0,0,0.146,0.086,0.13,0.035,4.2,0.122,Marketplace Fulfilled,COD,2,600.0,0,0,16,0,0,0
ORD100144,Fashion,Accessories,Brand_17,2840.42,33.0,3.6,71.0,0,0,0.164,0.122,0.175,0.038,4.4,0.068,Marketplace Fulfilled,COD,2,911.0,0,1,5,0,1,0
ORD100145,Fashion,Kids,Brand_5,548.52,44.4,4.0,67.0,1,0,0.068,0.101,0.01,0.101,4.6,0.162,Marketplace Fulfilled,COD,4,50.0,0,0,10,1,0,0
ORD100146,Electronics,Laptops,Brand_10,679.58,63.9,3.5,95.0,1,1,0.088,0.1,0.12,0.044,4.1,0.065,Marketplace Fulfilled,COD,2,92.1,0,1,18,2,1,1
ORD100147,Toys,Action Figures,Brand_12,760.37,64.0,4.6,90.0,0,0,0.115,0.135,0.186,0.085,5.0,0.237,Marketplace Fulfilled,UPI,3,785.9,0,1,18,0,0,0
ORD100148,Books,Fiction,Brand_18,450.31,34.4,3.7,79.0,0,0,0.038,0.148,0.064,0.112,4.4,0.175,Marketplace Fulfilled,Wallet,5,808.0,0,0,7,0,2,0
ORD100149,Beauty,Haircare,Brand_7,314.84,38.1,3.5,47.0,0,1,0.127,0.113,0.112,0.066,4.1,0.049,Marketplace Fulfilled,UPI,3,146.8,0,0,19,0,1,0
ORD100150,Books,Academic,Brand_30,910.32,46.8,3.9,92.0,0,0,0.152,0.096,0.16,0.061,3.2,0.122,Seller Fulfilled,Wallet,1,1340.1,1,1,10,1,0,1
ORD100151,Books,Non-Fiction,Brand_20,917.04,56.0,2.8,93.0,0,1,0.062,0.099,0.104,0.034,3.4,0.039,Marketplace Fulfilled,Credit Card,2,1165.2,0,0,15,0,1,0
ORD100152,Home,Furniture,Brand_10,3921.85,49.9,4.3,67.0,0,1,0.086,0.152,0.034,0.055,5.0,0.099,Marketplace Fulfilled,COD,5,1087.6,0,0,17,0,1,0
ORD100153,Electronics,Audio,Brand_4,1174.0,48.3,3.7,32.0,0,1,0.17,0.127,0.25,0.123,3.6,0.208,Marketplace Fulfilled,Debit Card,5,1056.4,0,0,17,0,0,0
ORD100154,Sports,Fitness,Brand_18,1191.96,30.0,5.0,63.0,0,0,0.018,0.081,0.025,0.028,3.5,0.029,Marketplace Fulfilled,COD,1,691.0,0,1,14,0,1,0
ORD100155,Beauty,Skincare,Brand_14,1148.21,58.2,3.5,63.0,1,0,0.26,0.015,0.264,0.078,4.3,0.049,Marketplace Fulfilled,COD,5,246.7,0,0,17,0,1,1
ORD100156,Electronics,Mobiles,Brand_21,323.34,44.4,3.7,91.0,0,0,0.245,0.166,0.152,0.028,4.0,0.101,Marketplace Fulfilled,Debit Card,5,616.8,0,0,9,0,0,0
ORD100157,Fashion,Women,Brand_18,193.99,10.7,4.6,98.0,0,1,0.097,0.068,0.06,0.098,4.5,0.12,Marketplace Fulfilled,UPI,5,867.5,0,0,11,0,0,0
ORD100158,Beauty,Skincare,Brand_20,243.9,40.1,4.4,67.0,0,1,0.106,0.058,0.085,0.036,4.1,0.112,Seller Fulfilled,Debit Card,2,326.3,1,1,8,0,0,0
ORD100159,Fashion,Men,Brand_26,1117.86,20.8,4.6,96.0,0,1,0.189,0.149,0.1,0.074,3.8,0.044,Marketplace Fulfilled,COD,4,245.4,0,1,20,1,1,0
ORD100160,Books,Academic,Brand_16,2163.46,13.6,3.7,100.0,0,1,0.068,0.041,0.04,0.049,3.2,0.001,Seller Fulfilled,UPI,5,87.6,0,1,16,0,1,0
ORD100161,Fashion,Kids,Brand_22,1165.15,43.5,,100.0,0,0,0.167,0.087,0.131,0.024,3.9,0.185,Seller Fulfilled,COD,5,663.2,1,1,12,0,0,1
ORD100162,Fashion,Men,Brand_11,517.89,43.0,5.0,79.0,0,1,0.191,0.161,0.211,0.066,3.0,0.133,Marketplace Fulfilled,COD,3,330.1,0,0,14,0,0,0
ORD100163,Sports,Outdoor,Brand_29,2721.69,64.0,4.2,76.0,0,0,0.243,0.143,0.189,0.079,3.0,0.041,Marketplace Fulfilled,Debit Card,4,132.7,1,0,21,0,1,1
ORD100164,Fashion,Footwear,Brand_13,403.72,65.4,4.0,49.0,0,0,0.087,0.1,0.126,0.054,4.8,0.104,Marketplace Fulfilled,Credit Card,3,650.0,0,1,9,0,0,0
ORD100165,Fashion,Footwear,Brand_21,214.15,27.4,4.4,84.0,0,0,0.09,0.101,0.115,0.026,3.7,0.093,Seller Fulfilled,UPI,1,1230.3,0,0,9,0,0,0
ORD100166,Home,Furniture,Brand_30,755.74,12.0,3.0,70.0,0,1,0.244,0.08,0.178,0.031,4.2,0.04,Seller Fulfilled,Debit Card,2,742.7,0,1,10,0,1,0
ORD100167,Books,Fiction,Brand_11,1924.99,9.4,3.6,97.0,0,1,0.179,0.1,0.18,0.023,4.1,0.076,Seller Fulfilled,Debit Card,3,418.6,0,0,10,0,1,0
ORD100168,Fashion,Accessories,Brand_4,281.63,65.3,3.2,72.0,0,1,0.249,0.099,0.241,0.024,4.4,0.014,Marketplace Fulfilled,COD,1,64.9,0,0,10,2,1,1
ORD100169,Electronics,Laptops,Brand_7,129.76,26.5,4.0,68.0,1,0,0.195,0.116,0.122,0.023,4.1,0.091,Seller Fulfilled,COD,2,1244.8,1,0,3,0,0,1
ORD100170,Sports,Team Sports,Brand_8,622.62,23.0,3.0,38.0,0,0,0.122,0.163,0.149,0.086,4.2,0.107,Marketplace Fulfilled,Debit Card,2,53.8,0,0,10,0,0,0
ORD100171,Toys,Educational,Brand_2,1205.07,41.6,4.3,76.0,1,0,0.032,0.141,0.03,0.103,4.2,0.001,Marketplace Fulfilled,Credit Card,3,1146.0,0,0,7,0,0,0
ORD100172,Home,Furniture,Brand_17,41.76,3.8,4.7,59.0,0,0,0.082,0.115,0.14,0.067,4.7,0.09,Marketplace Fulfilled,Credit Card,1,1064.9,0,0,13,0,0,0
ORD100173,Fashion,Women,Brand_9,1450.45,43.3,4.7,67.0,0,0,0.153,0.092,0.12,0.019,4.7,0.107,Marketplace Fulfilled,COD,2,90.8,0,1,21,0,0,0
ORD100174,Fashion,Women,Brand_3,175.89,58.7,4.2,81.0,0,0,0.203,0.159,0.17,0.026,3.5,0.001,Marketplace Fulfilled,COD,3,1136.6,1,0,14,1,1,1
ORD100175,Fashion,Footwear,Brand_5,1155.57,48.5,4.0,101.0,0,0,0.024,0.174,0.01,0.005,4.3,0.198,Marketplace Fulfilled,Wallet,4,846.0,1,0,11,1,3,0
ORD100176,Fashion,Footwear,Brand_9,99.78,28.0,3.6,,1,1,0.036,0.121,0.067,0.03,4.1,0.177,Seller Fulfilled,Credit Card,2,523.6,0,1,17,0,2,0
ORD100177,Beauty,Skincare,Brand_12,159.59,7.8,4.2,51.0,0,0,0.207,0.143,0.188,0.03,2.5,0.184,Seller Fulfilled,UPI,1,1387.8,0,1,13,0,0,0
ORD100178,Fashion,Kids,Brand_30,1050.32,16.2,3.8,97.0,1,1,0.108,0.001,0.138,0.061,5.0,0.047,Marketplace Fulfilled,COD,5,853.1,0,0,12,0,0,0
ORD100179,Home,Decor,Brand_22,1797.57,17.8,2.7,88.0,1,0,0.014,0.087,0.069,0.08,3.5,0.193,Marketplace Fulfilled,COD,1,952.9,0,0,8,0,1,1
ORD100180,Beauty,Haircare,Brand_22,596.91,25.8,3.5,79.0,0,1,0.141,0.049,0.101,0.107,3.9,0.084,Seller Fulfilled,Credit Card,5,1193.4,1,0,14,0,0,1
ORD100181,Home,Decor,Brand_21,5196.86,8.9,4.4,88.0,0,0,0.102,0.128,0.095,0.026,4.3,0.2,Marketplace Fulfilled,Debit Card,2,1304.2,0,0,8,0,0,0
ORD100182,Fashion,Kids,Brand_25,239.77,38.6,3.2,79.0,1,1,0.083,0.061,0.098,0.039,3.6,0.108,Marketplace Fulfilled,COD,1,968.6,1,0,19,0,1,1
ORD100183,Sports,Team Sports,Brand_10,237.03,24.5,3.1,75.0,0,0,0.072,0.267,0.048,0.042,4.4,0.069,Seller Fulfilled,COD,4,1015.0,0,0,13,0,0,0
ORD100184,Beauty,Skincare,Brand_3,458.52,33.3,3.8,105.0,0,0,0.183,0.158,0.233,0.015,4.4,0.07,Seller Fulfilled,Credit Card,3,377.3,0,0,17,0,0,0
ORD100185,Beauty,Skincare,Brand_16,439.3,19.1,2.5,56.0,0,0,0.133,0.135,0.095,0.065,4.8,0.195,Seller Fulfilled,COD,3,1256.5,0,0,11,0,0,0
ORD100186,Fashion,Footwear,Brand_1,776.76,30.4,,78.0,0,0,0.175,0.094,0.15,0.016,3.6,0.171,Marketplace Fulfilled,Credit Card,3,121.9,0,0,8,1,0,0
ORD100187,Fashion,Accessories,Brand_7,308.41,47.7,4.3,81.0,0,0,0.08,0.098,0.14,0.062,4.3,0.043,Marketplace Fulfilled,Credit Card,3,1407.1,0,0,13,0,1,0
ORD100188,Books,Non-Fiction,Brand_23,1003.01,5.9,4.5,73.0,0,1,0.213,0.133,0.164,0.18,3.7,0.106,Marketplace Fulfilled,COD,2,1402.5,0,1,11,1,3,1
ORD100189,Electronics,Audio,Brand_16,981.66,34.2,4.0,87.0,0,1,0.146,0.222,0.05,0.099,3.5,0.043,Seller Fulfilled,UPI,5,197.5,0,0,8,0,1,0
ORD100190,Electronics,Mobiles,Brand_21,2570.98,41.4,3.3,83.0,0,1,0.22,0.158,0.162,0.092,3.4,0.144,Seller Fulfilled,COD,2,1016.3,0,1,13,3,0,1
ORD100191,Electronics,Audio,Brand_16,387.07,44.7,3.1,62.0,1,0,0.104,0.147,0.052,0.063,4.5,0.058,Marketplace Fulfilled,UPI,2,897.3,0,0,19,0,1,0
ORD100192,Beauty,Makeup,Brand_17,815.07,61.8,4.3,75.0,0,0,0.148,0.107,0.151,0.055,4.0,0.096,Seller Fulfilled,Debit Card,1,974.0,0,0,12,0,1,0
ORD100193,Toys,Educational,Brand_10,1038.21,52.3,4.4,46.0,1,1,0.001,0.021,0.019,0.057,4.8,0.102,Marketplace Fulfilled,Debit Card,5,882.4,1,0,12,0,1,0
ORD100194,Electronics,Mobiles,Brand_7,597.94,49.5,3.2,97.0,0,1,0.149,0.098,0.153,0.035,4.0,0.209,Marketplace Fulfilled,UPI,3,285.2,0,0,16,0,0,0
ORD100195,Books,Non-Fiction,Brand_8,497.45,58.2,3.1,82.0,1,0,0.097,0.096,0.104,0.035,5.0,0.031,Marketplace Fulfilled,Credit Card,3,643.9,0,0,18,0,0,0
ORD100196,Fashion,Accessories,Brand_24,93.94,61.3,3.9,67.0,0,0,0.077,0.109,0.086,0.063,3.5,0.091,Marketplace Fulfilled,COD,3,430.5,0,1,11,0,1,0
ORD100197,Home,Furniture,Brand_30,648.75,56.2,4.0,39.0,1,0,0.1,0.116,0.119,0.012,4.2,0.163,Marketplace Fulfilled,Credit Card,4,1323.0,0,0,13,0,0,0
ORD100198,Home,Decor,Brand_3,1028.59,41.1,4.5,61.0,0,1,0.257,0.126,0.244,0.094,3.8,0.163,Marketplace Fulfilled,COD,4,1185.3,0,0,16,0,3,1
ORD100199,Fashion,Accessories,Brand_17,571.33,56.5,4.3,97.0,0,0,0.116,0.08,0.141,0.061,4.1,0.066,Marketplace Fulfilled,UPI,4,56.5,0,1,5,0,1,0
ORD100200,Fashion,Men,Brand_15,297.66,21.9,3.8,89.0,0,1,0.109,0.165,0.142,0.013,4.2,0.147,Seller Fulfilled,COD,5,1023.9,0,0,17,2,1,0
ORD100201,Electronics,Laptops,Brand_17,132.78,63.8,4.6,61.0,0,1,0.169,0.199,0.177,0.041,4.7,0.185,Seller Fulfilled,Credit Card,1,474.3,1,1,12,1,0,0
ORD100202,Toys,Educational,Brand_7,904.83,11.6,3.7,88.0,0,0,0.072,0.103,0.076,0.07,3.1,0.161,Marketplace Fulfilled,Credit Card,5,934.2,0,0,18,1,1,0
ORD100203,Home,Furniture,Brand_1,620.06,15.4,3.7,82.0,0,1,0.176,0.126,0.196,0.197,3.7,0.077,Seller Fulfilled,UPI,1,872.8,0,0,15,0,1,0
ORD100204,Books,Non-Fiction,Brand_7,2102.65,10.6,4.5,84.0,0,0,0.177,0.065,0.123,0.069,4.8,0.095,Seller Fulfilled,COD,3,606.8,0,0,7,0,0,0
ORD100205,Sports,Fitness,Brand_6,163.29,52.1,4.5,68.0,0,0,0.048,0.061,0.029,0.038,4.0,0.043,Seller Fulfilled,Credit Card,3,750.5,0,0,15,0,0,0
ORD100206,Electronics,Mobiles,Brand_2,394.15,29.1,4.5,83.0,0,0,0.06,0.183,0.031,0.013,3.9,0.092,Seller Fulfilled,Credit Card,2,739.7,0,0,13,0,1,0
ORD100207,Sports,Team Sports,Brand_11,183.24,49.4,3.8,66.0,0,1,0.229,0.163,0.191,0.03,3.3,0.102,Marketplace Fulfilled,Debit Card,4,256.3,0,1,9,0,1,0
ORD100208,Fashion,Women,Brand_21,1514.42,34.2,3.9,83.0,0,1,0.077,0.121,0.095,0.056,3.8,0.108,Marketplace Fulfilled,UPI,5,120.1,0,0,12,0,0,0
ORD100209,Fashion,Accessories,Brand_29,1835.61,27.0,3.3,35.0,0,1,0.223,0.139,0.152,0.161,4.7,0.135,Marketplace Fulfilled,COD,2,496.0,0,0,9,0,2,1
ORD100210,Sports,Fitness,Brand_20,3395.9,60.1,4.5,62.0,0,0,0.124,0.143,0.094,0.076,5.0,0.118,Marketplace Fulfilled,Debit Card,4,1058.6,0,0,6,0,0,0
ORD100211,Sports,Outdoor,Brand_6,962.26,29.0,3.5,68.0,0,0,0.062,0.064,0.041,0.068,4.5,0.096,Seller Fulfilled,COD,4,395.1,0,0,7,1,0,1
ORD100212,Fashion,Footwear,Brand_11,1224.57,41.4,2.6,87.0,1,1,0.13,0.049,0.177,0.056,4.7,0.011,Marketplace Fulfilled,COD,1,1206.7,0,1,14,0,0,1
ORD100213,Home,Decor,Brand_10,11054.96,57.5,3.6,88.0,0,0,0.036,0.037,0.073,0.14,4.5,0.11,Marketplace Fulfilled,COD,1,612.4,1,0,9,0,0,0
ORD100214,Home,Decor,Brand_7,1008.07,14.2,3.3,97.0,1,1,0.148,0.133,0.127,0.044,3.8,0.184,Marketplace Fulfilled,Credit Card,3,910.3,0,0,9,0,1,1
ORD100215,Sports,Team Sports,Brand_30,629.02,27.0,2.1,55.0,0,1,0.165,0.18,0.207,0.148,4.9,0.165,Marketplace Fulfilled,UPI,1,398.5,1,0,21,1,0,1
ORD100216,Home,Furniture,Brand_20,1050.42,9.7,3.5,86.0,0,0,0.1,0.146,0.119,0.119,4.1,0.026,Seller Fulfilled,Credit Card,1,835.7,1,0,7,0,0,0
ORD100217,Electronics,Audio,Brand_15,4129.84,36.4,4.4,90.0,0,1,0.188,0.085,0.181,0.017,3.7,0.101,Seller Fulfilled,Debit Card,3,153.7,1,0,7,1,1,0
ORD100218,Electronics,Audio,Brand_14,732.76,52.9,4.2,52.0,0,0,0.191,0.02,0.205,0.006,3.8,0.102,Seller Fulfilled,Credit Card,2,645.9,0,0,14,0,1,1
ORD100219,Electronics,Audio,Brand_10,614.99,3.7,4.2,45.0,0,0,0.124,0.164,0.093,0.083,4.6,0.135,Marketplace Fulfilled,COD,1,1218.1,0,0,11,0,1,1
ORD100220,Beauty,Haircare,Brand_13,719.29,4.0,4.8,46.0,0,0,0.154,0.123,0.115,0.116,,0.097,Marketplace Fulfilled,Credit Card,1,722.7,0,1,9,0,1,0
ORD100221,Sports,Outdoor,Brand_20,526.27,49.7,3.5,61.0,0,0,0.073,0.115,0.114,0.045,4.0,0.223,Seller Fulfilled,UPI,1,1254.6,1,0,10,0,1,1
ORD100222,Electronics,Laptops,Brand_28,751.28,47.5,3.1,39.0,0,0,0.138,0.132,0.155,0.074,4.3,0.11,Marketplace Fulfilled,Credit Card,1,,0,1,11,0,0,0
ORD100223,Fashion,Footwear,Brand_15,510.45,26.9,4.2,47.0,0,0,0.087,0.084,0.098,0.097,3.6,0.002,Marketplace Fulfilled,Credit Card,3,555.4,0,1,13,1,1,0
ORD100224,Fashion,Accessories,Brand_6,1685.11,24.2,4.1,91.0,0,1,0.039,0.097,0.048,0.024,4.3,0.162,Marketplace Fulfilled,Credit Card,1,172.5,0,1,12,1,0,0
ORD100225,Beauty,Makeup,Brand_29,1540.18,18.9,3.1,85.0,0,0,0.148,0.096,0.135,0.053,4.6,0.145,Marketplace Fulfilled,Credit Card,5,504.8,0,0,5,0,2,1
ORD100226,Sports,Fitness,Brand_10,4227.4,4.1,3.8,83.0,0,0,0.001,0.146,0.057,0.034,3.7,0.078,Marketplace Fulfilled,COD,2,1271.0,0,0,11,0,0,0
ORD100227,Fashion,Men,Brand_3,589.23,34.4,4.3,59.0,1,1,0.206,0.083,0.207,0.026,4.8,0.114,Marketplace Fulfilled,Debit Card,1,617.1,0,0,9,1,0,0
ORD100228,Fashion,Accessories,Brand_17,780.37,41.3,4.1,62.0,1,0,0.056,0.098,0.154,0.102,3.6,0.141,Marketplace Fulfilled,COD,5,1285.7,0,1,12,0,0,1
ORD100229,Home,Decor,Brand_24,751.65,58.0,4.4,45.0,1,0,0.124,0.087,0.102,0.08,4.7,0.049,Marketplace Fulfilled,COD,1,389.6,0,0,14,0,0,1
ORD100230,Fashion,Kids,Brand_8,720.28,36.3,3.5,95.0,0,1,0.095,0.083,0.114,0.045,5.0,0.151,Marketplace Fulfilled,UPI,4,213.2,0,0,10,0,0,0
ORD100231,Sports,Fitness,Brand_9,1664.02,10.2,3.0,45.0,0,0,0.116,0.101,0.109,0.064,4.2,0.098,Marketplace Fulfilled,Debit Card,2,773.1,0,0,14,0,0,0
ORD100232,Electronics,Mobiles,Brand_9,139.42,20.6,3.3,42.0,0,1,0.116,0.121,0.127,0.059,4.3,0.054,Marketplace Fulfilled,UPI,5,,1,0,10,1,0,0
ORD100233,Fashion,Kids,Brand_25,911.09,52.6,4.5,98.0,0,1,0.108,0.148,0.07,0.071,,0.126,Seller Fulfilled,Credit Card,4,696.1,0,1,11,0,1,0
ORD100234,Books,Academic,Brand_29,3627.11,41.4,4.6,89.0,0,0,0.157,0.17,0.186,0.048,4.6,0.063,marketplace fulfilled ,Wallet,4,307.1,0,0,8,0,1,0
ORD100235,Fashion,Footwear,Brand_26,2052.17,51.7,3.8,88.0,0,1,0.057,0.258,0.068,0.04,4.3,0.202,Marketplace Fulfilled,Credit Card,4,338.2,1,0,12,1,0,1
ORD100236,Electronics,Audio,Brand_7,1851.42,27.7,4.9,54.0,0,0,0.175,0.169,0.151,0.06,4.6,0.136,Marketplace Fulfilled,Credit Card,2,340.4,0,0,16,0,0,0
ORD100237,Fashion,Men,Brand_26,1284.15,4.5,3.8,80.0,0,0,0.129,0.157,0.046,0.031,4.8,0.166,Marketplace Fulfilled,Credit Card,2,14.9,1,0,10,0,1,0
ORD100238,Fashion,Women,Brand_10,352.06,59.8,3.6,56.0,0,0,0.037,0.11,0.067,0.086,4.5,0.001,Seller Fulfilled,Credit Card,4,646.2,0,1,7,0,0,0
ORD100239,Fashion,Kids,Brand_27,306.48,23.4,3.0,98.0,1,0,0.222,0.169,0.178,0.063,3.7,0.119,Marketplace Fulfilled,Credit Card,1,883.2,0,0,16,0,1,0
ORD100240,Fashion,Kids,Brand_30,308.64,5.6,3.9,59.0,0,0,0.081,0.202,0.13,0.027,4.7,0.197,Marketplace Fulfilled,Wallet,2,258.6,0,1,16,0,0,0
ORD100241,Fashion,Men,Brand_22,216.02,39.3,4.6,71.0,0,0,0.064,0.137,0.095,0.168,4.3,0.044,Marketplace Fulfilled,COD,5,205.2,1,0,10,0,0,1
ORD100242,Fashion,Kids,Brand_29,1410.85,49.8,4.7,65.0,0,1,0.223,0.122,0.158,0.089,4.9,0.185,Seller Fulfilled,COD,3,767.5,0,1,12,0,0,0
ORD100243,Home,Kitchen,Brand_5,2256.4,32.0,4.6,69.0,0,0,0.018,0.148,0.01,0.009,4.2,0.075,Marketplace Fulfilled,Credit Card,3,71.6,0,0,6,0,0,0
ORD100244,Beauty,Skincare,Brand_20,889.79,41.1,4.2,90.0,0,0,0.131,0.204,0.13,0.004,3.7,0.107,Seller Fulfilled,Credit Card,1,1386.4,1,0,6,0,2,1
ORD100245,Electronics,Audio,Brand_2,1241.79,28.0,5.0,60.0,0,1,0.08,0.086,0.096,0.037,3.8,0.066,Seller Fulfilled,UPI,4,409.4,0,1,14,1,0,0
ORD100246,Electronics,Laptops,Brand_20,783.77,54.5,3.3,80.0,0,1,0.111,0.192,0.134,0.008,4.3,0.151,Seller Fulfilled,Wallet,3,812.8,0,0,15,0,0,0
ORD100247,Home,Decor,Brand_11,1004.14,52.5,4.7,74.0,0,0,0.137,0.157,0.156,0.043,4.4,0.135,Marketplace Fulfilled,UPI,3,1422.9,0,0,13,1,1,1
ORD100248,Books,Non-Fiction,Brand_30,89.54,48.2,4.1,55.0,0,1,0.179,0.091,0.132,0.028,3.7,0.156,Seller Fulfilled,Wallet,5,236.7,0,0,13,0,0,0
ORD100249,Sports,Team Sports,Brand_15,798.88,1.3,4.0,82.0,0,0,0.096,0.108,0.136,0.16,5.0,0.042,Seller Fulfilled,COD,4,1083.9,0,0,8,0,0,1
ORD100250,Fashion,Footwear,Brand_23,410.35,34.6,3.0,91.0,0,1,0.155,0.137,0.201,0.036,4.9,0.176,Marketplace Fulfilled,COD,4,437.6,0,0,13,0,0,0
ORD100251,Fashion,Men,Brand_10,580.48,52.6,4.1,55.0,0,0,0.047,0.087,0.082,0.056,4.1,0.055,Marketplace Fulfilled,COD,2,189.6,1,1,11,0,0,0
ORD100252,Fashion,Women,Brand_3,737.44,16.4,4.7,103.0,0,1,0.187,0.187,0.201,0.129,4.3,0.158,Marketplace Fulfilled,UPI,3,591.3,0,1,16,0,0,0
ORD100253,Fashion,Accessories,Brand_23,316.07,17.4,2.5,43.0,0,1,0.149,0.159,0.229,0.088,5.0,0.187,Seller Fulfilled,COD,5,1028.0,0,0,18,0,0,0
ORD100254,Home,Furniture,Brand_7,228.59,60.6,4.4,55.0,0,1,0.001,0.052,0.043,0.012,4.4,0.086,Marketplace Fulfilled,COD,4,1391.4,1,0,7,0,0,1
ORD100255,Electronics,Audio,Brand_22,307.55,56.4,2.4,52.0,1,0,0.105,0.156,0.093,0.022,,0.13,Seller Fulfilled,Credit Card,2,784.9,0,0,9,0,0,0
ORD100256,Fashion,Kids,Brand_14,163.45,66.2,3.0,83.0,0,0,0.211,0.129,0.196,0.024,3.9,0.104,Seller Fulfilled,COD,1,1228.3,0,0,10,0,0,1
ORD100257,Electronics,Mobiles,Brand_30,212.79,33.3,3.8,46.0,0,0,0.229,0.14,0.178,0.167,3.7,0.001,Seller Fulfilled,UPI,1,797.4,0,0,12,0,1,1
ORD100258,Home,Furniture,Brand_11,240.78,8.3,4.9,52.0,0,1,0.235,0.157,0.225,0.023,3.7,0.169,Marketplace Fulfilled,Debit Card,4,1193.8,0,0,17,0,0,1
ORD100259,Fashion,Accessories,Brand_13,165.41,0.6,3.8,92.0,0,0,0.113,0.132,0.088,0.026,4.6,0.095,Seller Fulfilled,COD,3,775.0,0,0,14,0,1,0
ORD100260,Sports,Fitness,Brand_23,968.64,47.3,4.2,55.0,0,1,0.259,0.143,0.209,0.096,4.0,0.109,Marketplace Fulfilled,Credit Card,5,356.5,0,0,8,1,0,0
ORD100261,Fashion,Men,Brand_24,267.62,54.7,3.3,97.0,0,0,0.127,0.09,0.142,0.017,4.2,0.184,Seller Fulfilled,COD,4,294.2,1,0,16,0,1,1
ORD100262,Books,Fiction,Brand_4,112.52,28.7,3.8,61.0,1,0,0.248,0.196,0.206,0.08,3.8,0.107,Seller Fulfilled,COD,3,957.6,0,0,14,0,1,1
ORD100263,Fashion,Footwear,Brand_23,419.42,28.5,3.9,57.0,0,1,0.27,0.152,0.248,0.055,3.7,0.127,Seller Fulfilled,COD,2,969.4,0,0,11,1,0,1
ORD100264,Sports,Team Sports,Brand_15,220.99,56.3,5.0,54.0,0,0,0.189,0.065,0.197,0.026,3.9,0.243,Marketplace Fulfilled,Credit Card,3,1076.9,0,1,13,0,0,0
ORD100265,Books,Fiction,Brand_30,2237.63,12.5,3.4,55.0,0,1,0.184,0.154,0.151,0.119,3.8,0.165,Marketplace Fulfilled,Credit Card,2,99.7,0,0,16,0,0,0
ORD100266,Toys,Outdoor Play,Brand_19,678.32,4.3,3.5,70.0,0,0,0.11,0.034,0.167,0.093,4.0,0.154,Seller Fulfilled,UPI,5,571.0,0,1,14,0,1,0
ORD100267,Sports,Team Sports,Brand_24,160.22,64.7,4.6,73.0,0,0,0.09,0.044,0.094,0.056,4.0,0.114,Seller Fulfilled,Debit Card,1,889.0,0,1,19,0,1,0
ORD100268,Sports,Fitness,Brand_11,1004.08,36.3,3.7,53.0,1,1,0.213,0.197,0.218,0.033,4.8,0.158,Marketplace Fulfilled,COD,2,1048.8,0,0,13,0,1,1
ORD100269,Home,Furniture,Brand_9,649.68,51.7,4.0,88.0,0,1,0.186,0.194,0.148,0.068,4.4,0.183,Marketplace Fulfilled,UPI,4,45.8,1,0,15,0,0,0
ORD100270,Sports,Outdoor,Brand_24,485.54,64.0,4.2,52.0,0,0,0.129,0.112,0.127,0.068,4.6,0.119,Marketplace Fulfilled,UPI,4,217.1,1,0,17,1,0,0
ORD100271,Fashion,Men,Brand_1,2482.84,54.3,3.5,86.0,0,0,0.167,0.146,0.15,0.013,4.1,0.047,Seller Fulfilled,COD,1,167.8,0,0,5,0,0,0
ORD100272,Home,Furniture,Brand_18,250.14,31.3,2.5,41.0,0,1,0.115,0.139,0.077,0.05,4.1,0.146,Marketplace Fulfilled,COD,4,972.1,0,0,9,0,0,0
ORD100273,Home,Decor,Brand_30,1527.87,43.4,4.6,75.0,0,1,0.162,0.113,0.163,0.146,4.0,0.172,Marketplace Fulfilled,COD,1,1423.4,0,0,16,0,0,1
ORD100274,Sports,Team Sports,Brand_30,416.31,42.4,4.0,57.0,0,1,0.079,0.078,0.148,0.044,3.9,0.096,Marketplace Fulfilled,COD,3,610.5,1,1,14,0,1,1
ORD100275,Electronics,Audio,Brand_22,591.98,62.0,3.1,50.0,0,0,0.123,0.055,0.119,0.088,2.8,0.102,Seller Fulfilled,COD,1,322.7,0,1,9,0,1,0
